null,null
250906587,null
null,null
null,null
null,null
null,null
299200290,null
109240272,null
null,null
null,null
null,null
null,null
null,null
110554337,null
251977937,null
null,null
null,null
null,null
null,null
null,null
null,null
121023548,49441
245923436,null
null,null
null,null
null,null
35747706,null
null,null
null,null
2211196,1138978
null,null
51015139,403236
104562434,null
null,null
null,null
null,null
223324078,null
null,null
null,null
null,null
null,null
null,null
null,null
299251424,null
null,null
null,null
null,null
null,null
null,null
null,null
2114321265,409394
7390125,232346
7408030,214058
191822403,200011
null,null
null,null
null,null
null,null
null,null
null,null
90802610,null
null,null
null,null
null,null
null,null
119588598,null
null,null
null,null
null,null
304695,null
null,null
null,null
118171475,null
232246445,null
null,null
null,null
244097024,null
113501791,null
null,null
null,null
119588290,null
null,null
76220157,155609
217205887,null
null,null
null,null
null,null
null,null
111776757,null
126496191,null
null,null
null,null
112607897,108888
90770794,292109
239466433,42992
null,null
null,null
null,null
null,null
null,null
null,null
null,null
249730203,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
20797301,1608558
null,null
20800819,849317
20438974,1092974
null,null
2143733341,null
null,null
20809000,3396227
null,null
null,null
2087635127,null
null,null
null,null
20741187,965709
null,null
80620352,422675
2094761925,2379699
null,null
295360135,null
null,null
null,null
130982161,null
null,null
null,null
null,null
2085732023,5109912
15073498,12874025
96014501,null
63196697,5496607
2097339728,1013023
null,null
15090939,1864990
null,null
null,null
20809687,4878561
null,null
null,null
95602008,null
null,null
null,null
119688894,1498347
15978013,486940
null,null
25027676,1966569
null,null
null,null
20522563,19650442
15437264,598674
145643454,2492304
null,null
null,null
116086914,null
null,null
null,null
null,null
null,null
null,null
2087635583,null
null,null
82262709,2619701
null,null
null,null
58117924,254755
null,null
60009341,268659
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
59287335,176700
null,null
null,null
null,null
null,null
null,null
null,null
57789526,163692
null,null
null,null
124132526,null
null,null
null,null
57708197,74192
111099308,344751
null,null
null,null
null,null
null,null
null,null
58789904,504078
197791630,82805
null,null
126504551,null
null,null
76305264,794633
null,null
null,null
84074482,415923968
84074482,415923968
null,null
null,null
null,null
124230849,2817094
396610,null
111442719,null
null,null
null,null
null,null
102960433,null
null,null
null,null
null,null
null,null
null,null
408571,798648
398609,461593
null,null
88798043,9771641
2093500245,1105806
null,null
89745547,732491
252179577,6035994
null,null
null,null
null,null
47728499,261137
null,null
null,null
null,null
null,null
99691650,null
null,null
null,null
null,null
2146535798,2776571
null,null
null,null
45938424,212554
null,null
null,null
null,null
null,null
null,null
null,null
47657268,281359
null,null
null,null
null,null
null,null
null,null
null,null
null,null
2108442224,null
43564398,237506
null,null
46312049,444125
null,null
72188542,null
null,null
null,null
null,null
null,null
47997831,229707
null,null
null,null
null,null
null,null
2139726302,null
null,null
14154487,2763563
120156630,575629
null,null
105440186,260319
null,null
133707114,2047030
133709220,1336155
131744806,null
null,null
131743710,2038525
null,null
231075073,591764
14280549,null
null,null
245971812,1239715
133711445,2277484
133710728,2358416
null,null
194096292,null
2143398896,1337571
null,null
2102064510,362672
133713781,2515478
null,null
62575290,null
131747211,1357321
null,null
2109731424,null
null,null
14527852,232099
249260042,null
112002651,151281
227413559,null
null,null
133711921,4091993
133706304,2968916
248655683,327002
138786587,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
null,null
251226757,12891
null,null
null,null
84812499,40583
null,null
null,null
null,null
null,null
158804240,null
null,null
null,null
null,null
2094228733,null
123479885,null
null,null
