33.1975785,-87.5618713
32.508541,-87.8351658
32.6351786,-87.3522481
33.1073601,-86.8652916
33.2634704,-88.0950995
30.706097,-88.106219
32.350121,-86.285427
32.4130318,-87.0288107
34.8285557,-87.6349779
31.5396748,-87.9858115
31.4959199,-87.9107475
33.520808,-86.7906316
33.5187153,-86.8063813
33.5201956,-86.8080602
33.228181,-87.631792
32.3823773,-86.3049085
31.3431709,-85.6109669
31.9901733,-87.2580032
32.4068486,-87.0177957
33.9262911,-86.7918724
34.8321635,-87.701806
34.0525559,-87.5519962
30.2487737,-88.0753901
30.3938116,-88.2086642
33.5517547,-86.9670713
32.4312473,-86.5746996
33.2413644,-87.483597
33.0027163,-87.6280528
34.7315239,-86.5651509
44.8490403,-92.9047405
31.2086921,-86.1422212
30.6844298,-88.0740483
32.6751663,-85.8229867
33.2140233,-87.5391418
60.7723705,-148.6860346
64.831092,-147.739887
60.1260389,-149.4437947
63.4879,-148.821
61.1886527,-149.8342055
60.4769318,-164.7224104
59.4539226,-135.3185117
31.711944,-110.065278
31.4423932,-109.9144646
35.1917144,-114.0604341
35.1982233,-111.6474131
33.518225,-112.004898
32.222248,-110.966648
34.7477359,-112.1150996
33.8244764,-112.8279566
33.42067,-111.942669
33.8197697,-112.1489005
31.442547,-109.916607
31.7154103,-110.0688267
35.1808322,-114.0318949
33.4501988,-112.0659249
33.5758792,-112.1902173
31.719916,-110.0705999
36.1069652,-112.1129972
36.408329,-93.73732
33.9530141,-91.0811314
33.6345713,-91.7908184
34.7379511,-92.2774177
36.402229,-93.737201
34.5177445,-93.0512014
36.0696769,-94.1692467
34.7171258,-92.0925531
35.8388495,-90.7044067
34.5121851,-93.054353
34.3750822,-92.2920502
34.7581991,-92.2681322
35.7946905,-90.7422911
35.477102,-93.6581255
34.7346344,-92.2758475
33.2932863,-93.2318879
34.5204191,-92.2092773
34.516685,-93.0531706
35.907609,-91.554706
41.9143678,-83.3970101
35.1611219,-93.1731459
35.2944535,-93.1362663
34.7490498,-92.2725927
34.1308101,-93.0591234
33.438559,-92.7968893
35.3164775,-91.5783934
36.0516946,-90.4985428
35.3844341,-91.6260061
36.055668,-90.487133
34.5550101,-92.5103652
35.3883026,-94.4297647
35.8321206,-91.5069076
34.0857235,-94.3231771
35.89235551,-91.7172339
35.8854142,-90.3495377
35.8335566,-90.706187
33.1019393,-93.6831784
34.728002,-92.275356
34.7379511,-92.2774177
58.3049,-134.4228185
34.0442774,-118.2507798
36.0510701,-121.4690983
33.961683,-117.280319
33.7467471,-116.7152556
34.9433874,-116.8665116
37.8651011,-119.5383294
34.1620531,-119.0434218
33.7526356,-118.1903235
34.1020231,-118.3409712
34.0975959,-118.3281463
34.0820093,-118.3617361
34.1020096,-118.3257889
34.102309,-118.3276112
34.0951345,-118.3739278
34.0561389,-118.2394686
34.1117349,-118.3861519
33.9978198,-118.4109819
34.1328912,-118.2802771
34.0383532,-118.2174583
34.0500796,-118.3172683
34.1157281,-118.2933836
34.1013717,-118.3417986
34.144553,-118.1645887
34.0498701,-118.2539335
34.088778,-118.319017
34.0922819,-118.4012377
34.0774405,-118.225022
34.10175,-118.335621
32.7103402,-117.1612631
32.6807545,-117.1779844
32.7527561,-117.1946067
32.708115,-117.146077
32.7516073,-117.1932703
32.754574,-117.1964137
38.2171996,-122.2729508
37.971782,-121.861398
37.8269775,-122.4229555
37.8038552,-122.4172161
37.802458,-122.418207
37.793415,-122.429428
37.7908204,-122.4125078
37.7904426,-122.430044
37.7900971,-122.4271741
37.3183318,-121.9510491
37.7839831,-122.483426
37.770185,-122.4772717
37.7872289,-122.4266139
34.1059008,-118.3012205
33.0451547,-117.2043248
38.2918245,-122.4550052
34.114855,-118.374717
34.2776406,-119.2402606
37.4315162,-122.0870711
38.3459534,-122.971868
41.7338499,-122.6380563
37.8199286,-122.4782551
37.4928395,-121.9142207
34.178351,-118.912092
35.449962,-120.905992
34.0869518,-118.4121571
35.1010522,-120.6014625
34.1143587,-118.3734746
37.7922236,-122.4043523
34.1448279,-118.0508813
35.105797,-120.5810206
32.7538811,-117.1967717
40.383371,-105.5191728
40.1143449,-105.9359192
39.5507737,-107.3247784
39.7335137,-104.9651706
39.737494,-104.980736
38.43943,-105.24729
39.733467,-104.981423
39.7320066,-104.9615097
39.7442785,-104.9879854
41.8738373,-71.975699
41.8000949,-73.3570638
41.591465,-72.8753401
41.7641979,-72.682467
41.3781024,-73.448487
41.1863326,-73.1727116
41.9629159,-72.7458955
41.8470178,-72.8109263
41.4012227,-73.2850983
41.3509633,-71.9721266
41.7137071,-72.9790597
41.305895,-72.0774344
41.766822,-72.7003721
41.1824245,-73.1907174
41.7642825,-72.346025
41.7109698,-72.2056791
41.551151,-72.822887
41.5041639,-72.0398432
41.5561463,-72.0274932
41.7068,-72.7093
41.2352088,-73.1094592
41.55333333,-72.61972222
41.3222055,-73.2630829
41.5334761,-73.2064151
41.6997303,-72.1576935
41.9080352,-72.6130655
41.4908779,-73.1042557
41.7198875,-72.436546
41.3015898,-72.1295504
41.3832821,-73.1190093
41.2723314,-73.2969908
41.6199019,-71.8741035
41.3395076,-73.2178256
41.8023374,-73.1217755
38.5884709,-75.672658
38.5441785,-75.0554685
39.7757957,-75.4950243
38.7821424,-75.1032533
38.5096493,-75.2451715
38.8899389,-77.0090505
38.8976633,-77.0365739
38.8976633,-77.0365739
38.8919028,-77.0547475
38.905667,-77.0704098
38.9053695,-77.0603853
38.9102407,-77.046282
38.897165,-77.049683
38.8963424,-77.04141
38.9000198,-77.0381792
38.900519,-77.03695
38.8995369,-77.0365489
38.9004181,-77.0345874
38.899542,-77.0203799
38.8887861,-77.0260229
38.886873,-77.0228013
38.8810707,-76.9943223
38.9004305,-77.0360268
38.8963386,-77.0305172
38.897924,-77.017547
38.91391,-77.051678
38.9057483,-77.0680939
38.90525716,-77.05534163
38.9226151,-77.0537179
27.9652743,-82.8010194
24.55696,-81.8031776
30.5895366,-84.5747471
26.1171338,-80.1500106
28.5468592,-82.4027248
28.6200536,-81.2009222
29.8927054,-81.3148867
30.4373927,-84.3353492
27.7781518,-82.630105
28.5675803,-81.4346799
27.6204349,-82.6557137
27.709271,-82.737439
28.5525669,-82.4522671
25.810483,-80.282815
24.5574467,-81.8023875
30.440733,-84.2806503
28.2482139,-81.283253
30.6852004,-81.4519314
30.7775657,-85.2360391
30.6676799,-81.4638428
29.4931169,-82.4006072
29.8954217,-81.3119606
27.9622244,-82.4444442
30.4094706,-87.2103926
28.6771373,-81.2535184
28.5717968,-81.4856694
30.6703375,-81.4630366
28.7865863,-81.2919657
26.6157805,-80.0558927
30.3457993,-81.6027901
27.446469,-82.5490184
29.8978618,-81.3115187
27.740215,-82.708015
26.8884997,-82.014487
29.8970104,-81.315101
28.2916695,-81.2256887
28.1285438,-80.6263678
30.4146676,-87.2189981
30.3262838,-81.6556512
27.9453715,-82.4659336
29.137223,-83.0312335
30.7756952,-85.2319885
29.3168206,-81.0712999
27.90584,-82.504796
27.4657743,-81.4688787
30.4086551,-87.2110678
29.0433335,-81.932677
24.5523486,-81.7548532
29.8918644,-81.3115757
32.0713519,-81.0952408
32.8403287,-83.6335886
33.7485884,-84.3729865
31.6241828,-81.9065179
31.0594232,-81.4222076
32.080962,-81.09203
32.0741153,-81.0940294
32.0751368,-81.0899175
33.448386,-84.455962
32.0798929,-81.0880709
31.2082861,-81.3945422
33.3298299,-83.391646
33.9526112,-84.5508718
33.5336685,-84.3534417
33.36722,-83.330878
32.068682,-81.097187
32.07715,-81.088381
32.8354231,-83.6257939
34.2974243,-84.9860916
34.9374273,-83.3831027
34.531546,-83.9858825
32.0777147,-81.0950533
32.0788098,-81.0892985
33.7517426,-84.3898684
33.2371324,-84.8404513
